QUESTION_ID	PARTICIPANT_ID	SCORE
Q46	642070751	1
Q46	528071853	1
Q46	528071819	1
Q46	300070874	1
Q46	276071348	1
Q46	196070652	1
Q46	703070553	1
Q46	300070647	1
Q46	826072247	1
Q46	703070298	1
Q46	276071246	1
Q46	152070799	1
Q46	604070020	1
Q46	68071964	1
Q46	218071142	1
Q46	32070169	1
Q46	218070341	1
Q46	218070763	1
Q46	862071001	1
Q46	68071832	1
Q46	68071471	1
Q46	76071391	1
Q46	604070144	1
Q46	170071515	1
Q46	68070591	1
Q46	32070028	1
Q46	32070430	1
Q46	170076843	1
Q46	170076479	1
Q46	604071353	1
Q46	68070631	1
Q46	170070672	1
Q46	218071185	1
Q46	218071062	1
Q46	68071428	1
Q46	68070071	1
Q46	604070489	1
Q46	218071099	1
Q46	170075892	1
Q46	76070188	1
Q46	170075764	1
Q46	218070637	1
Q46	68071684	1
Q46	170076402	1
Q46	218070734	1
Q46	604070732	1
Q46	152070844	1
Q46	68070315	1
Q46	170074376	1
Q46	76071763	1
Q46	152070853	1
Q46	788070317	1
Q46	404070152	1
Q46	504070418	1
Q46	404070485	2
Q46	404070445	2
Q46	504071010	1
Q46	566070340	1
Q46	504070030	1
Q46	566070515	1
Q46	231070400	2
Q46	231070918	1
Q46	434070731	1
Q46	434070267	1
Q46	434070491	1
Q46	434070749	1
Q46	566071170	2
Q46	788070415	4
Q46	716070023	1
Q46	566070620	1
Q46	788070200	1
Q46	818070555	1
Q46	818070265	1
Q46	231070189	1
Q46	404070200	1
Q46	566070261	3
Q46	231070884	3
Q46	231070763	1
Q46	566070050	1
Q46	231070700	1
Q46	818071042	1
Q46	404070964	2
Q46	434070100	1
Q46	818070635	1
Q46	434070790	1
Q46	788070684	1
Q46	404070663	1
Q46	818070484	1
Q46	231070306	1
Q46	404071124	1
Q46	231071060	1
Q46	840071702	1
Q46	840072252	1
Q46	484070396	1
Q46	840071780	1
Q46	124070291	4
Q46	558070640	1
Q46	124075101	1
Q46	558070622	2
Q46	484070427	1
Q46	558070066	3
Q46	124072190	1
Q46	124073536	1
Q46	630071068	1
Q46	124070203	1
Q46	630070025	1
Q46	484070675	1
Q46	558070132	1
Q46	840072723	1
Q46	558070128	1
Q46	840072550	1
Q46	124070487	1
Q46	840071862	1
Q46	840072206	1
Q46	124070712	1
Q46	484071398	2
Q46	320070563	1
Q46	558071176	1
Q46	558070803	1
Q46	484071730	1
Q46	558070444	3
Q46	124071240	1
Q46	124072740	1
Q46	124072140	1
Q46	840073030	1
Q46	124070929	1
Q46	124074397	1
Q46	558070959	1
Q46	558070265	1
Q46	558070784	1
Q46	124071381	1
Q46	36070055	1
Q46	36070614	2
Q46	554070896	1
Q46	36071241	1
Q46	36071077	1
Q46	554070861	1
Q46	36070815	1
Q46	36070409	1
Q46	554070550	1
Q46	554070133	1
Q46	36070231	3
Q46	554070249	1
Q46	36071635	1
Q46	554070278	1
Q46	36071729	1
Q46	36071790	3
Q46	554070488	1
Q46	554070210	2
Q46	554070285	1
Q46	554070399	1
Q46	554070060	1
Q46	36070073	3
Q46	36071537	1
Q46	36070300	1
Q46	36070240	2
Q46	36071664	1
Q46	36071788	1
Q46	36071797	1
Q46	36070870	1
Q46	36071165	2
Q47	586070373	1
Q47	360071777	1
Q47	704070257	1
Q47	158071027	1
Q47	702071586	1
Q47	368070565	1
Q47	364071492	3
Q47	792070291	1
Q47	458071137	1
Q47	792071232	1
Q47	702071367	3
Q47	156071539	1
Q47	392070712	1
Q47	446070504	4
Q47	702071547	1
Q47	392070315	1
Q47	400070369	1
Q47	608070148	1
Q47	704070015	1
Q47	446070760	1
Q47	392071310	1
Q47	417070494	1
Q47	422070950	1
Q47	360071953	1
Q47	156072621	1
Q47	586071662	1
Q47	104070468	1
Q47	586071297	1
Q47	360071476	1
Q47	422070845	1
Q47	158071167	1
Q47	50071096	1
Q47	360072082	1
Q47	360072605	1
Q47	360072834	1
Q47	156072177	1
Q47	704070398	3
Q47	156070714	1
Q47	104070759	3
Q47	50070285	3
Q47	276071193	1
Q47	528070194	1
Q47	643070913	1
Q47	826071595	1
Q47	276070598	1
Q47	196070026	1
Q47	688071066	1
Q47	826071212	1
Q47	826070133	1
Q47	300070156	1
Q47	528070083	1
Q47	826071005	1
Q47	688071099	1
Q47	826071689	1
Q47	276071398	1
Q47	826070214	1
Q47	196070353	1
Q47	203071013	1
Q47	643071000	1
Q47	826071707	1
Q47	804070891	1
Q47	703070369	1
Q47	703071107	1
Q47	688070350	1
Q47	203070495	1
Q47	703070896	1
Q47	196070173	1
Q47	203071103	1
Q47	703070823	1
Q47	196070298	1
Q47	196070589	1
Q47	826071772	1
Q47	703071098	1
Q47	196070980	1
Q47	196070228	1
Q47	826071634	1
Q47	703070414	1
Q47	300070760	1
Q47	643071654	1
Q47	703070329	1
Q47	76070679	1
Q47	68071025	1
Q47	604070583	1
Q47	32070751	1
Q47	170077323	1
Q47	218070763	3
Q47	218071118	1
Q47	604070954	1
Q47	862071001	1
Q47	76071105	1
Q47	68070661	1
Q47	604070693	1
Q47	68070054	1
Q47	604070507	1
Q47	604070164	1
Q47	32070668	1
Q47	32070430	1
Q47	68071255	1
Q47	170074168	1
Q47	170073788	1
Q47	862070973	1
Q47	170075711	1
Q47	604071381	1
Q47	218071068	1
Q47	170075765	1
Q47	218070159	1
Q47	170076740	1
Q47	604071291	1
Q47	218070816	1
Q47	76071691	1
Q47	68070806	1
Q47	68071692	1
Q47	68070308	1
Q47	76070256	1
Q47	68070202	1
Q47	76071763	1
Q47	604071163	1
Q47	68070245	1
Q47	218070852	1
Q47	68070921	1
Q47	404070384	1
Q47	716071046	1
Q47	818070141	1
Q47	716071082	1
Q47	434070360	1
Q47	566070637	1
Q47	818070404	1
Q47	504070652	1
Q47	231070066	1
Q47	788071094	1
Q47	404070626	1
Q47	434070812	1
Q47	434070633	1
Q47	434070879	1
Q47	434070382	1
Q47	818070183	1
Q47	404070723	1
Q47	434070385	1
Q47	404071201	1
Q47	404070775	1
Q47	788071180	1
Q47	566070054	1
Q47	231070575	1
Q47	504070110	1
Q47	818070437	1
Q47	504070533	1
Q47	818071053	1
Q47	818070687	1
Q47	818070271	2
Q47	788070927	1
Q47	231070257	1
Q47	818070791	1
Q47	504070103	1
Q47	434070692	1
Q47	231070736	2
Q47	716070587	1
Q47	566070897	1
Q47	404070151	1
Q47	566070429	1
Q47	716070562	1
Q47	484071472	1
Q47	124072797	1
Q47	124072131	1
Q47	840072538	1
Q47	840071276	1
Q47	320071201	1
Q47	484071272	1
Q47	558070334	1
Q47	484071011	1
Q47	320071164	1
Q47	320070929	1
Q47	840073487	1
Q47	124072453	1
Q47	124073448	1
Q47	124072187	1
Q47	558070122	1
Q47	630070493	1
Q47	484070733	1
Q47	558070192	1
Q47	558070095	1
Q47	630070875	1
Q47	124074234	1
Q47	840071963	1
Q47	320070731	1
Q47	124072394	1
Q47	484070258	1
Q47	124073621	1
Q47	558071007	1
Q47	558070460	1
Q47	558070500	1
Q47	124071837	1
Q47	840073425	1
Q47	124070729	1
Q47	558071167	1
Q47	124071487	1
Q47	558071035	1
Q47	484070575	1
Q47	558070959	1
Q47	558070784	1
Q47	124075339	1
Q47	36070311	1
Q47	554070997	1
Q47	554070796	1
Q47	36070778	1
Q47	36070614	1
Q47	36070815	1
Q47	554070133	1
Q47	36071455	1
Q47	554070550	1
Q47	36070923	1
Q47	36071303	1
Q47	36070151	1
Q47	36071206	1
Q47	36071063	1
Q47	36071190	1
Q47	36071408	1
Q47	554070992	1
Q47	36071701	1
Q47	554070473	2
Q47	554070959	1
Q47	554070073	1
Q47	36070300	1
Q47	36071579	1
Q47	36071761	1
Q47	36071088	1
Q47	554070512	1
Q47	36070870	1
Q47	36071156	1
Q47	554070036	1
Q47	36071797	1
Q48	156070293	9
Q48	360070748	9
Q48	368070632	9
Q48	702070711	8
Q48	392070580	7
Q48	156070562	9
Q48	50070016	9
Q48	792070537	3
Q48	368070416	8
Q48	792072371	9
Q48	156071448	9
Q48	496070984	9
Q48	410070346	9
Q48	422071093	8
Q48	410071007	8
Q48	458070492	9
Q48	50070332	8
Q48	446070269	9
Q48	446070734	8
Q48	156070121	9
Q48	462070229	9
Q48	762070568	8
Q48	364071397	8
Q48	364071735	8
Q48	764070485	9
Q48	704071005	8
Q48	792070653	9
Q48	764071218	9
Q48	104071103	9
Q48	360071684	9
Q48	104071158	8
Q48	586072000	4
Q48	360070046	9
Q48	762071059	9
Q48	586071467	9
Q48	50070707	3
Q48	50070211	9
Q48	704070096	8
Q48	586071293	10
Q48	458070946	3
Q48	826070985	9
Q48	276071071	8
Q48	826071163	8
Q48	300070691	9
Q48	276070137	3
Q48	203070348	9
Q48	642070641	4
Q48	909070330	9
Q48	20070159	9
Q48	20070536	8
Q48	196070680	9
Q48	642070132	8
Q48	804070887	9
Q48	528070554	3
Q48	688070058	9
Q48	196070728	9
Q48	642070862	9
Q48	703071197	8
Q48	826072564	9
Q48	300070013	8
Q48	300070898	8
Q48	51070331	8
Q48	826072249	8
Q48	703070485	3
Q48	642070227	9
Q48	643071329	9
Q48	196070409	9
Q48	196070079	8
Q48	642071044	9
Q48	300070665	8
Q48	196070668	9
Q48	826070968	6
Q48	688070214	9
Q48	300070840	9
Q48	826072313	8
Q48	203070203	9
Q48	703070205	8
Q48	826071095	9
Q48	203070023	8
Q48	826070045	7
Q48	68071964	9
Q48	604071132	9
Q48	862070227	4
Q48	32070782	9
Q48	604070378	7
Q48	68070635	8
Q48	68070745	9
Q48	218070544	8
Q48	170074071	9
Q48	76071638	8
Q48	170075248	9
Q48	170071444	9
Q48	76071101	3
Q48	862070553	8
Q48	76070789	8
Q48	68071907	8
Q48	76070363	2
Q48	170075120	8
Q48	170073788	3
Q48	152070809	8
Q48	170071307	8
Q48	68071428	8
Q48	218071062	9
Q48	76071070	4
Q48	604071369	8
Q48	170077238	9
Q48	218070853	3
Q48	218070842	8
Q48	218070216	9
Q48	68070378	9
Q48	170075700	8
Q48	218070082	9
Q48	862070540	8
Q48	218070637	7
Q48	68070025	9
Q48	76070411	4
Q48	68071631	8
Q48	218070730	3
Q48	76070720	8
Q48	604070835	9
Q48	504070021	3
Q48	404070384	9
Q48	788071178	8
Q48	566070615	9
Q48	434070479	9
Q48	788070954	4
Q48	716070145	9
Q48	818070978	9
Q48	434070924	8
Q48	231070400	8
Q48	434070460	8
Q48	818070405	8
Q48	504070379	3
Q48	504070413	9
Q48	818070246	8
Q48	504070325	8
Q48	716070038	9
Q48	566071170	9
Q48	818070345	6
Q48	404070191	9
Q48	818070849	10
Q48	566070578	9
Q48	566071226	8
Q48	788070312	7
Q48	404070876	3
Q48	404070963	8
Q48	231070545	9
Q48	566070764	8
Q48	504070335	9
Q48	788070056	3
Q48	231070613	8
Q48	504070034	8
Q48	231070716	9
Q48	434070020	9
Q48	434070021	9
Q48	566070959	9
Q48	716070986	8
Q48	716070968	9
Q48	716070392	9
Q48	404070830	8
Q48	484070145	8
Q48	124072239	9
Q48	124070329	9
Q48	558070150	8
Q48	840071647	8
Q48	484070668	9
Q48	484071675	8
Q48	558070225	9
Q48	558070127	9
Q48	484071272	9
Q48	124071848	8
Q48	320070403	8
Q48	320070589	8
Q48	124071489	8
Q48	124071387	8
Q48	558070169	9
Q48	558071108	8
Q48	558070489	9
Q48	840073543	9
Q48	558070132	8
Q48	558071170	8
Q48	124074323	8
Q48	484070242	9
Q48	558070786	3
Q48	484070121	6
Q48	558070662	9
Q48	558070797	5
Q48	484070504	8
Q48	558070862	9
Q48	558070886	8
Q48	124070940	9
Q48	320071184	8
Q48	124072474	8
Q48	558071071	9
Q48	840071979	5
Q48	484071258	9
Q48	558071100	9
Q48	124074397	10
Q48	124074421	3
Q48	558070960	8
Q48	554070751	9
Q48	36070966	9
Q48	36070055	8
Q48	554070452	4
Q48	36070335	9
Q48	554070133	8
Q48	554070550	9
Q48	36070409	3
Q48	36071455	9
Q48	36070923	9
Q48	36070502	9
Q48	554070176	7
Q48	36071536	9
Q48	36071084	8
Q48	36070246	9
Q48	554070205	8
Q48	554070488	9
Q48	36071408	9
Q48	36070553	9
Q48	554070432	8
Q48	36070463	8
Q48	36070651	9
Q48	36071598	8
Q48	36070108	9
Q48	36070626	9
Q48	36071623	9
Q48	36070870	9
Q48	36070621	8
Q48	36071557	9
Q48	36071664	9
Q57	344071814	2
Q57	104070001	2
Q57	586070263	2
Q57	704070047	2
Q57	608070780	2
Q57	702072008	2
Q57	792070366	2
Q57	702070392	2
Q57	462070807	2
Q57	792071225	2
Q57	422070316	2
Q57	158071154	2
Q57	364072272	2
Q57	792070571	2
