QUESTION_ID	PARTICIPANT_ID	SCORE
Q46	642070751	3
Q46	528071853	1
Q46	528071819	2
Q46	300070874	3
Q46	276071348	2
Q46	196070652	1
Q46	703070553	3
Q46	300070647	3
Q46	826072247	3
Q46	703070298	3
Q46	276071246	3
Q46	152070799	2
Q46	604070020	2
Q46	68071964	2
Q46	218071142	2
Q46	32070169	2
Q46	218070341	3
Q46	218070763	3
Q46	862071001	4
Q46	68071832	3
Q46	68071471	3
Q46	76071391	2
Q46	604070144	2
Q46	170071515	2
Q46	68070591	2
Q46	32070028	2
Q46	32070430	3
Q46	170076843	3
Q46	170076479	3
Q46	604071353	3
Q46	68070631	3
Q46	170070672	2
Q46	218071185	2
Q46	218071062	2
Q46	68071428	2
Q46	68070071	2
Q46	604070489	2
Q46	218071099	2
Q46	170075892	3
Q46	76070188	3
Q46	170075764	2
Q46	218070637	1
Q46	68071684	2
Q46	170076402	2
Q46	218070734	2
Q46	604070732	2
Q46	152070844	3
Q46	68070315	3
Q46	170074376	3
Q46	76071763	2
Q46	152070853	3
Q46	788070317	2
Q46	404070152	2
Q46	504070418	2
Q46	404070485	2
Q46	404070445	2
Q46	504071010	3
Q46	566070340	3
Q46	504070030	3
Q46	566070515	3
Q46	231070400	3
Q46	231070918	2
Q46	434070731	2
Q46	434070267	2
Q46	434070491	2
Q46	434070749	2
Q46	566071170	3
Q46	788070415	3
Q46	716070023	3
Q46	566070620	3
Q46	788070200	3
Q46	818070555	2
Q46	818070265	2
Q46	231070189	2
Q46	404070200	2
Q46	566070261	2
Q46	231070884	3
Q46	231070763	3
Q46	566070050	3
Q46	231070700	2
Q46	818071042	3
Q46	404070964	1
Q46	434070100	3
Q46	818070635	2
Q46	434070790	2
Q46	788070684	2
Q46	404070663	2
Q46	818070484	3
Q46	231070306	3
Q46	404071124	3
Q46	231071060	3
Q46	840071702	2
Q46	840072252	2
Q46	484070396	2
Q46	840071780	2
Q46	124070291	1
Q46	558070640	3
Q46	124075101	3
Q46	558070622	3
Q46	484070427	3
Q46	558070066	3
Q46	124072190	2
Q46	124073536	1
Q46	630071068	2
Q46	124070203	2
Q46	630070025	1
Q46	484070675	3
Q46	558070132	3
Q46	840072723	3
Q46	558070128	3
Q46	840072550	3
Q46	124070487	2
Q46	840071862	2
Q46	840072206	2
Q46	124070712	2
Q46	484071398	2
Q46	320070563	3
Q46	558071176	2
Q46	558070803	2
Q46	484071730	2
Q46	558070444	2
Q46	124071240	1
Q46	124072740	2
Q46	124072140	1
Q46	840073030	2
Q46	124070929	1
Q46	124074397	3
Q46	558070959	3
Q46	558070265	3
Q46	558070784	2
Q46	124071381	3
Q46	36070055	2
Q46	36070614	2
Q46	554070896	2
Q46	36071241	2
Q46	36071077	2
Q46	554070861	3
Q46	36070815	3
Q46	36070409	3
Q46	554070550	3
Q46	554070133	3
Q46	36070231	2
Q46	554070249	1
Q46	36071635	1
Q46	554070278	1
Q46	36071729	2
Q46	36071790	3
Q46	554070488	3
Q46	554070210	3
Q46	554070285	3
Q46	554070399	3
Q46	554070060	2
Q46	36070073	2
Q46	36071537	2
Q46	36070300	2
Q46	36070240	2
Q46	36071664	1
Q46	36071788	1
Q46	36071797	1
Q46	36070870	1
Q46	36071165	1
Q47	586070373	2
Q47	360071777	3
Q47	704070257	3
Q47	158071027	3
Q47	702071586	1
Q47	368070565	4
Q47	364071492	4
Q47	792070291	4
Q47	458071137	4
Q47	792071232	3
Q47	702071367	1
Q47	156071539	1
Q47	392070712	1
Q47	446070504	1
Q47	702071547	1
Q47	392070315	4
Q47	400070369	4
Q47	608070148	3
Q47	704070015	3
Q47	446070760	3
Q47	392071310	3
Q47	417070494	4
Q47	422070950	3
Q47	360071953	4
Q47	156072621	3
Q47	586071662	4
Q47	104070468	4
Q47	586071297	4
Q47	360071476	4
Q47	422070845	4
Q47	158071167	1
Q47	50071096	3
Q47	360072082	2
Q47	360072605	3
Q47	360072834	4
Q47	156072177	4
Q47	704070398	3
Q47	156070714	4
Q47	104070759	4
Q47	50070285	4
Q47	276071193	1
Q47	528070194	1
Q47	643070913	3
Q47	826071595	2
Q47	276070598	2
Q47	196070026	4
Q47	688071066	4
Q47	826071212	4
Q47	826070133	4
Q47	300070156	4
Q47	528070083	1
Q47	826071005	2
Q47	688071099	2
Q47	826071689	1
Q47	276071398	2
Q47	826070214	3
Q47	196070353	3
Q47	203071013	3
Q47	643071000	3
Q47	826071707	3
Q47	804070891	4
Q47	703070369	3
Q47	703071107	3
Q47	688070350	3
Q47	203070495	3
Q47	703070896	4
Q47	196070173	4
Q47	203071103	4
Q47	703070823	4
Q47	196070298	4
Q47	196070589	3
Q47	826071772	2
Q47	703071098	2
Q47	196070980	1
Q47	196070228	3
Q47	826071634	3
Q47	703070414	4
Q47	300070760	4
Q47	643071654	4
Q47	703070329	3
Q47	76070679	3
Q47	68071025	3
Q47	604070583	3
Q47	32070751	3
Q47	170077323	3
Q47	218070763	4
Q47	218071118	4
Q47	604070954	4
Q47	862071001	4
Q47	76071105	4
Q47	68070661	1
Q47	604070693	1
Q47	68070054	1
Q47	604070507	1
Q47	604070164	1
Q47	32070668	3
Q47	32070430	3
Q47	68071255	3
Q47	170074168	4
Q47	170073788	3
Q47	862070973	3
Q47	170075711	3
Q47	604071381	4
Q47	218071068	3
Q47	170075765	3
Q47	218070159	4
Q47	170076740	4
Q47	604071291	4
Q47	218070816	4
Q47	76071691	4
Q47	68070806	2
Q47	68071692	3
Q47	68070308	3
Q47	76070256	2
Q47	68070202	3
Q47	76071763	4
Q47	604071163	3
Q47	68070245	4
Q47	218070852	4
Q47	68070921	4
Q47	404070384	1
Q47	716071046	3
Q47	818070141	3
Q47	716071082	2
Q47	434070360	3
Q47	566070637	4
Q47	818070404	4
Q47	504070652	4
Q47	231070066	4
Q47	788071094	4
Q47	404070626	1
Q47	434070812	1
Q47	434070633	2
Q47	434070879	1
Q47	434070382	1
Q47	818070183	3
Q47	404070723	4
Q47	434070385	3
Q47	404071201	3
Q47	404070775	3
Q47	788071180	3
Q47	566070054	4
Q47	231070575	4
Q47	504070110	2
Q47	818070437	3
Q47	504070533	4
Q47	818071053	4
Q47	818070687	4
Q47	818070271	4
Q47	788070927	4
Q47	231070257	2
Q47	818070791	4
Q47	504070103	3
Q47	434070692	3
Q47	231070736	2
Q47	716070587	4
Q47	566070897	4
Q47	404070151	4
Q47	566070429	4
Q47	716070562	4
Q47	484071472	2
Q47	124072797	1
Q47	124072131	2
Q47	840072538	2
Q47	840071276	2
Q47	320071201	4
Q47	484071272	4
Q47	558070334	3
Q47	484071011	4
Q47	320071164	4
Q47	320070929	1
Q47	840073487	1
Q47	124072453	1
Q47	124073448	1
Q47	124072187	2
Q47	558070122	3
Q47	630070493	3
Q47	484070733	3
Q47	558070192	4
Q47	558070095	3
Q47	630070875	3
Q47	124074234	2
Q47	840071963	3
Q47	320070731	3
Q47	124072394	3
Q47	484070258	4
Q47	124073621	4
Q47	558071007	4
Q47	558070460	4
Q47	558070500	4
Q47	124071837	1
Q47	840073425	2
Q47	124070729	1
Q47	558071167	4
Q47	124071487	2
Q47	558071035	4
Q47	484070575	3
Q47	558070959	4
Q47	558070784	4
Q47	124075339	3
Q47	36070311	2
Q47	554070997	2
Q47	554070796	2
Q47	36070778	2
Q47	36070614	3
Q47	36070815	4
Q47	554070133	4
Q47	36071455	4
Q47	554070550	4
Q47	36070923	4
Q47	36071303	1
Q47	36070151	2
Q47	36071206	2
Q47	36071063	2
Q47	36071190	2
Q47	36071408	3
Q47	554070992	3
Q47	36071701	3
Q47	554070473	3
Q47	554070959	3
Q47	554070073	3
Q47	36070300	4
Q47	36071579	4
Q47	36071761	3
Q47	36071088	3
Q47	554070512	3
Q47	36070870	2
Q47	36071156	3
Q47	554070036	1
Q47	36071797	1
Q48	156070293	5
Q48	360070748	6
Q48	368070632	6
Q48	702070711	6
Q48	392070580	5
Q48	156070562	3
Q48	50070016	3
Q48	792070537	3
Q48	368070416	3
Q48	792072371	3
Q48	156071448	6
Q48	496070984	7
Q48	410070346	6
Q48	422071093	8
Q48	410071007	6
Q48	458070492	4
Q48	50070332	3
Q48	446070269	4
Q48	446070734	4
Q48	156070121	4
Q48	462070229	4
Q48	762070568	4
Q48	364071397	5
Q48	364071735	4
Q48	764070485	4
Q48	704071005	3
Q48	792070653	3
Q48	764071218	3
Q48	104071103	3
Q48	360071684	3
Q48	104071158	6
Q48	586072000	4
Q48	360070046	6
Q48	762071059	6
Q48	586071467	6
Q48	50070707	3
Q48	50070211	3
Q48	704070096	3
Q48	586071293	3
Q48	458070946	3
Q48	826070985	6
Q48	276071071	6
Q48	826071163	6
Q48	300070691	6
Q48	276070137	6
Q48	203070348	3
Q48	642070641	3
Q48	909070330	3
Q48	20070159	3
Q48	20070536	3
Q48	196070680	8
Q48	642070132	7
Q48	804070887	6
Q48	528070554	7
Q48	688070058	8
Q48	196070728	4
Q48	642070862	4
Q48	703071197	4
Q48	826072564	4
Q48	300070013	4
Q48	300070898	4
Q48	51070331	4
Q48	826072249	4
Q48	703070485	5
Q48	642070227	4
Q48	643071329	3
Q48	196070409	3
Q48	196070079	3
Q48	642071044	3
Q48	300070665	3
Q48	196070668	6
Q48	826070968	8
Q48	688070214	6
Q48	300070840	6
Q48	826072313	6
Q48	203070203	4
Q48	703070205	4
Q48	826071095	4
Q48	203070023	4
Q48	826070045	4
Q48	68071964	6
Q48	604071132	6
Q48	862070227	5
Q48	32070782	6
Q48	604070378	8
Q48	68070635	3
Q48	68070745	3
Q48	218070544	3
Q48	170074071	3
Q48	76071638	3
Q48	170075248	8
Q48	170071444	7
Q48	76071101	8
Q48	862070553	8
Q48	76070789	7
Q48	68071907	4
Q48	76070363	4
Q48	170075120	4
Q48	170073788	4
Q48	152070809	4
Q48	170071307	5
Q48	68071428	4
Q48	218071062	4
Q48	76071070	4
Q48	604071369	5
Q48	170077238	3
Q48	218070853	3
Q48	218070842	3
Q48	218070216	3
Q48	68070378	3
Q48	170075700	6
Q48	218070082	6
Q48	862070540	6
Q48	218070637	6
Q48	68070025	7
Q48	76070411	4
Q48	68071631	4
Q48	218070730	3
Q48	76070720	4
Q48	604070835	3
Q48	504070021	5
Q48	404070384	8
Q48	788071178	8
Q48	566070615	6
Q48	434070479	6
Q48	788070954	3
Q48	716070145	3
Q48	818070978	3
Q48	434070924	3
Q48	231070400	3
Q48	434070460	6
Q48	818070405	8
Q48	504070379	6
Q48	504070413	8
Q48	818070246	
Q48	504070325	4
Q48	716070038	4
Q48	566071170	4
Q48	818070345	4
Q48	404070191	4
Q48	818070849	4
Q48	566070578	4
Q48	566071226	4
Q48	788070312	5
Q48	404070876	5
Q48	404070963	3
Q48	231070545	3
Q48	566070764	3
Q48	504070335	3
Q48	788070056	3
Q48	231070613	6
Q48	504070034	5
Q48	231070716	8
Q48	434070020	8
Q48	434070021	8
Q48	566070959	3
Q48	716070986	3
Q48	716070968	3
Q48	716070392	3
Q48	404070830	3
Q48	484070145	7
Q48	124072239	6
Q48	124070329	6
Q48	558070150	6
Q48	840071647	6
Q48	484070668	3
Q48	484071675	3
Q48	558070225	4
Q48	558070127	3
Q48	484071272	3
Q48	124071848	6
Q48	320070403	7
Q48	320070589	7
Q48	124071489	7
Q48	124071387	7
Q48	558070169	4
Q48	558071108	4
Q48	558070489	4
Q48	840073543	4
Q48	558070132	4
Q48	558071170	4
Q48	124074323	6
Q48	484070242	5
Q48	558070786	4
Q48	484070121	4
Q48	558070662	3
Q48	558070797	3
Q48	484070504	3
Q48	558070862	4
Q48	558070886	3
Q48	124070940	6
Q48	320071184	6
Q48	124072474	6
Q48	558071071	8
Q48	840071979	6
Q48	484071258	4
Q48	558071100	3
Q48	124074397	4
Q48	124074421	3
Q48	558070960	3
Q48	554070751	8
Q48	36070966	8
Q48	36070055	8
Q48	554070452	6
Q48	36070335	8
Q48	554070133	3
Q48	554070550	3
Q48	36070409	3
Q48	36071455	3
Q48	36070923	3
Q48	36070502	7
Q48	554070176	8
Q48	36071536	6
Q48	36071084	7
Q48	36070246	6
Q48	554070205	4
Q48	554070488	5
Q48	36071408	4
Q48	36070553	4
Q48	554070432	4
Q48	36070463	5
Q48	36070651	4
Q48	36071598	4
Q48	36070108	4
Q48	36070626	4
Q48	36071623	6
Q48	36070870	8
Q48	36070621	6
Q48	36071557	6
Q48	36071664	6
Q57	344071814	2
Q57	104070001	2
Q57	586070263	2
Q57	704070047	1
Q57	608070780	2
Q57	702072008	2
Q57	792070366	2
Q57	702070392	2
Q57	462070807	2
Q57	792071225	2
Q57	422070316	2
Q57	158071154	1
Q57	364072272	1
Q57	792070571	2
